latitude,longitude
40.6375846,-73.9614939
40.6283895,-73.9846746
40.6447535,-74.1110228
40.628816,-74.002511
40.6649864,-73.8691148
40.6480321,-73.9641618
40.6801731,-73.9551779
40.6252736,-73.9807343
40.6640689,-73.8684318
40.6045481,-73.7546434
40.6470732,-73.9535641
40.6042407,-74.0165659
40.6498103,-73.9550614
40.6238334,-73.9861238
40.62816,-74.0015383
40.628407,-74.001949
40.6527406,-73.9801822
40.6284372,-74.0019958
40.6483648,-73.9771204
40.6476425,-73.9497367
40.5359159,-74.1459942
40.6144681,-73.9860609
40.6607097,-73.9278486
40.6179465,-73.9939054
40.6119591,-73.9838464
40.7001507,-73.9299842
40.7002083,-73.92993
40.5337932,-74.1445973
40.6213301,-74.0142251
40.6161984,-74.023978
40.616289,-74.0238988
40.6160065,-74.022883
40.6367956,-73.9661459
40.5611489,-73.9100045
40.8602039,-73.8470578
40.6515521,-73.9801933
40.6391626,-73.9828057
40.6390773,-73.9816059
40.641605,-73.9799549
40.6347334,-73.9905856
40.6221886,-74.0186596
40.6207492,-73.9338173
40.6188935,-74.002417
40.6181277,-74.0029032
40.8867151,-73.827706
40.7605586,-73.8271227
40.6241098,-74.1560828
40.634511,-73.9902181
40.6550863,-74.0003496
40.622098,-74.0185191
40.6199903,-74.0165374
40.621734,-74.0103456
40.7237756,-73.9410387
40.6219782,-74.0113687
40.6027514,-73.9981742
40.6099141,-73.9605626
40.6110573,-73.9501244
40.6325324,-73.9990272
40.6326422,-73.9998018
40.7046808,-73.9193721
40.6400579,-73.8955717
40.5913963,-73.9755304
40.6194451,-74.006581
40.6178917,-74.0040126
40.6039255,-74.0126224
40.6007613,-74.0066872
40.6404261,-73.8960179
40.6098739,-73.9491817
40.6065666,-73.9562609
40.6298722,-73.942642
40.6017371,-73.9527818
40.6019375,-73.9528177
40.6035918,-73.9447425
40.6110652,-73.9927175
40.622428,-73.9477204
40.6017092,-73.9398861
40.6983713,-73.8992814
40.6119024,-73.9739382
40.6074386,-73.9477177
40.6530441,-73.9243827
40.6064988,-73.9398746
40.6205409,-73.9392676
40.5968842,-73.9595729
40.5959398,-73.9590189
40.6779686,-73.9231286
40.5933825,-73.9541344
40.6212026,-73.9256615
40.6205574,-73.9253921
40.6172255,-73.9586169
40.6138732,-73.9560581
40.6022347,-73.987151
40.6159671,-73.9428629
40.6160193,-73.9429205
40.7381536,-73.869036
40.7043715,-73.8769109
40.7580984,-73.9806381
40.6019495,-73.9896899
40.6153446,-73.9384871
40.6295857,-73.9525748
40.6546771,-73.920211
40.6298206,-73.9497069
40.7374783,-73.9239224
40.6462872,-73.9214138
40.6482686,-73.9170979
40.6468423,-73.891835
40.6551878,-73.9382666
40.5968362,-73.9927586
40.596345,-73.9955998
40.5935233,-73.9744674
40.6628388,-73.8833602
40.613387,-73.9375345
40.6326795,-73.9271043
40.6176442,-73.942775
40.608387,-73.9344166
40.7558048,-73.9051502
40.6119824,-73.9292555
40.7515953,-73.9388919
40.6422751,-73.8980041
40.6422284,-73.8979537
40.6280165,-73.9194647
40.7287812,-73.8969264
40.6526457,-73.844701
40.6491228,-73.9259079
40.7576998,-73.9296133
40.7583538,-73.9264505
40.6231454,-73.9338654
40.6241666,-73.9340301
40.6103798,-73.9299163
40.73711,-73.9230784
40.7365233,-73.9241111
40.6593939,-73.8521461
40.6586051,-73.8471452
40.6385468,-73.9137338
40.7590773,-73.9439999
40.6503114,-73.9142736
40.6475794,-73.9094987
40.6425954,-73.8970775
40.8452697,-73.881891
40.7212821,-73.8153411
40.6881389,-73.8471244
40.625666,-73.9262725
40.6188524,-73.999928
40.6241234,-73.9220883
40.7711831,-73.9044929
40.749814,-73.9503742
40.7711891,-73.9323934
40.7651725,-73.7876824
40.762327,-73.9748539
40.6452503,-73.9041651
40.6462605,-73.8949241
40.6153285,-73.9172036
40.6258846,-74.0001945
40.6146007,-73.9289573
40.7182304,-73.7826191
40.6956077,-73.7341098
40.7437545,-73.9041172
40.7715598,-73.9053697
40.7624533,-73.9754279
40.7745176,-73.9264219
40.6512875,-73.9165824
40.7597033,-73.9169664
40.7606943,-73.9135107
40.7759826,-73.9066271
40.7781077,-73.9074726
40.7785088,-73.9113211
40.6941235,-73.9677323
40.7494497,-73.9006154
40.7593097,-73.8615766
40.7470355,-73.8928055
40.7469859,-73.8926179
40.7630712,-73.9768968
40.7421832,-73.8962813
40.8066455,-73.9155786
40.7530834,-73.8827366
40.7529812,-73.87951
40.6764069,-73.8686237
40.76401,-73.9099939
40.6615501,-73.9242721
40.7450084,-73.8972513
40.6239086,-73.9762137
40.7451011,-73.8719059
40.6506993,-73.9154479
40.7436959,-73.8602088
40.7064913,-73.8376938
40.7590675,-73.9075207
40.7690019,-73.9022938
40.5901988,-73.9622629
40.7825475,-73.9129045
40.7716347,-73.8936865
40.6329256,-73.9779255
40.7457766,-73.8968604
40.845228,-73.8444321
40.7288438,-73.8995024
40.7639586,-73.8728624
40.7611407,-73.8841988
40.6622903,-73.9472746
40.737854,-73.878628
40.8983877,-73.8575033
40.7325975,-73.8981905
40.6517289,-73.9158431
40.7326542,-73.8970972
40.6265208,-74.0113082
40.7362324,-73.8873128
40.7589367,-73.8815279
40.6448996,-73.9618356
40.7475809,-73.8681874
40.6924005,-73.7650193
40.7601639,-73.8667764
40.6555921,-73.7515904
40.7566351,-73.8628743
40.7554841,-73.8575961
40.7302332,-73.7899622
40.6530277,-73.9746933
40.7651472,-73.8781415
40.7256725,-73.9150967
40.7220133,-73.9074026
40.7399795,-73.8695846
40.6212482,-73.9631928
40.7594854,-73.8639045
40.7403589,-73.8750978
40.8641015,-73.8410691
40.7166131,-73.9985967
40.7254971,-73.8867321
40.7526319,-73.8841811
40.7592518,-73.8637208
40.7427993,-73.8565189
40.6270663,-73.9829673
40.6270498,-73.9826359
40.5807599,-74.1549446
40.7167037,-73.9980809
40.7421667,-73.9944642
40.7134092,-73.9193868
40.678266,-74.0006309
40.7047029,-73.8986227
40.7552464,-73.8725433
40.7564776,-73.8714942
40.7503766,-73.8579896
40.7488884,-73.8552823
40.7459477,-73.8544514
40.6394058,-73.9506076
40.8126988,-73.8938413
40.7222533,-73.8872571
40.7223059,-73.8877296
40.7006624,-73.7906792
40.706252,-73.9097581
40.7235201,-73.7344458
40.6720256,-73.9811065
40.7132711,-73.8586746
40.8176958,-73.9424115
40.7666789,-73.8420561
40.7289725,-73.9023345
40.7538386,-73.791761
40.7247677,-73.8820035
40.7069649,-73.9161665
40.6949812,-73.8959148
40.6446478,-73.9939786
40.6994065,-73.8998389
40.651349,-73.9592984
40.7605372,-73.8083882
40.7116102,-73.9036116
40.7077276,-73.8986217
40.6053341,-74.0062339
40.7119142,-73.855698
40.8660859,-73.9292671
40.7180731,-73.8428134
40.7055594,-73.8927388
40.7044725,-73.8927225
40.7002872,-73.8874962
40.6954278,-73.8950053
40.6192311,-74.0029825
40.6225601,-74.0105979
40.7372892,-73.9930429
40.5597162,-74.18924
40.6970627,-73.9032431
40.5587309,-74.1875098
40.5621968,-74.1897005
40.7114094,-73.8432836
40.711187,-73.8392153
40.7268777,-73.942158
40.6975487,-73.8911757
40.6676128,-73.7471083
40.7193179,-73.8587556
